Site Category,Site Name,Site Domain,Pocket Listings
primary-domain,Onyx Wealth Realty,www.onyxwealthrealty.com,0 listings: []
primary-domain,Oz Realty,www.ozrealtytx.com,1 listings: ['https://www.ozrealtytx.com/listing/sheriffs-house/']
primary-domain,Avant One Real Estate,www.avantonerealestate.com,0 listings: []
primary-domain,Aplomb Real Estate,www.aplombrealestate.com,0 listings: []
primary-domain,Atria Real Estate,www.atriare.com,"3 listings: ['https://www.atriare.com/listing/1105-remington-court/', 'https://www.atriare.com/listing/2369-fairgrove-ct/', 'https://www.atriare.com/listing/1471-flamingo-way/']"
primary-domain,Marterra Real Estate,www.marterra.com,0 listings: []
primary-domain,Manor Real Estate,www.realestatemanor.com,0 listings: []
primary-domain,8 Blocks Real Estate (2.0),www.8blocksrealestate.com,0 listings: []
primary-domain,Power of 2 Realty (2.0),www.powerof2realty.com,0 listings: []
primary-domain,Pointe Real Estate,www.pointereca.com,0 listings: []
primary-domain,Crux Real Estate,www.cruxrealestate.com,0 listings: []
primary-domain,InspireRE,www.homesbyinspire.com,0 listings: []
primary-domain,Helm Real Estate (2.0),www.helmrealestate.com,0 listings: []
primary-domain,Kelli Griggs - Navigate Realty (2.0),www.kelligriggs.com,0 listings: []
primary-domain,Banyan Properties,www.banyanproperties.com,0 listings: []
primary-domain,Clareo Real Estate,www.clareorealestate.com,0 listings: []
primary-domain,The Niche,www.thenichere.com,0 listings: []
primary-domain,Tera Real Estate,www.terarealestate.com,0 listings: []
primary-domain,Bayside Real Estate Partners (2.0),www.baysidebrokers.com,0 listings: []
primary-domain,Elevate Palm Springs (2.0),www.elevatepalmsprings.com,0 listings: []
primary-domain,Prosper Real Estate (2.0),www.prospercalifornia.com,0 listings: []
primary-domain,About Real Estate,www.aboutbayareare.com,0 listings: []
primary-domain,The Nice Agent,www.theniceagent.com,0 listings: []
primary-domain,Applause Real Estate,www.applauserealestategroup.com,0 listings: []
primary-domain,Define Real Estate,www.definesdre.com,0 listings: []
primary-domain,Artemis - Rochelle,www.rochellev.com,0 listings: []
primary-domain,Allure Homes (2.0),www.allurehomesslo.com,0 listings: []
primary-domain,All City Homes 2.0,www.allcityhomes.com,0 listings: []
primary-domain,Legacy Properties Real Estate,www.equitylegacy.com,0 listings: []
primary-domain,Brava Real Estate,www.bravare.com,0 listings: []
primary-domain,Rainmaker Real Estate,www.rainmakerproperties.com,0 listings: []
primary-domain,Aston Rose Sports And Entertainment,www.astonrosese.com,0 listings: []
primary-domain,The Hope Group,www.hopegroupfl.com,"36 listings: ['https://www.hopegroupfl.com/listing/the-greens-at-park/', 'https://www.hopegroupfl.com/listing/seventh-home/', 'https://www.hopegroupfl.com/listing/standard-first-home/', 'https://www.hopegroupfl.com/listing/standard-second-home/', 'https://www.hopegroupfl.com/listing/standard-fourth-home/', 'https://www.hopegroupfl.com/listing/standard-fifth-home/', 'https://www.hopegroupfl.com/listing/690-n-new-york-ave/', 'https://www.hopegroupfl.com/listing/newport/', 'https://www.hopegroupfl.com/listing/lolissa/', 'https://www.hopegroupfl.com/listing/briercliff/', 'https://www.hopegroupfl.com/listing/laurelton/', 'https://www.hopegroupfl.com/listing/monterey/', 'https://www.hopegroupfl.com/listing/jardin/', 'https://www.hopegroupfl.com/listing/orlando/', 'https://www.hopegroupfl.com/listing/large-oak/', 'https://www.hopegroupfl.com/listing/hazel/', 'https://www.hopegroupfl.com/listing/randall/', 'https://www.hopegroupfl.com/listing/greensatpark/', 'https://www.hopegroupfl.com/listing/sterling/', 'https://www.hopegroupfl.com/listing/bear-gully/', 'https://www.hopegroupfl.com/listing/2-stone-gate/', 'https://www.hopegroupfl.com/listing/spruce/', 'https://www.hopegroupfl.com/listing/bonita/', 'https://www.hopegroupfl.com/listing/shepherd-plan-fg-schaub-custom-homes/', 'https://www.hopegroupfl.com/listing/cortland/', 'https://www.hopegroupfl.com/listing/tala/', 'https://www.hopegroupfl.com/listing/via-tuscany/', 'https://www.hopegroupfl.com/listing/sylvan/', 'https://www.hopegroupfl.com/listing/lake-sue/', 'https://www.hopegroupfl.com/listing/courtland/', 'https://www.hopegroupfl.com/listing/via-almalfi/', 'https://www.hopegroupfl.com/listing/fawsett-plan/', 'https://www.hopegroupfl.com/listing/698-n-new-york-avenue/', 'https://www.hopegroupfl.com/listing/jasmine/', 'https://www.hopegroupfl.com/listing/casa-gracioso/', 'https://www.hopegroupfl.com/listing/1010-s-riverside-drive/']"
primary-domain,Cascade Pacific Real Estate,www.cascadepacificgroup.com,0 listings: []
primary-domain,Meraki Real Estate (2.0),www.meraki-realestate.com,0 listings: []
primary-domain,Reveal Real Estate,www.revealrealestate.com,"2 listings: ['https://www.revealrealestate.com/listing/39882-parada-st-newark-94560/', 'https://www.revealrealestate.com/listing/40486-robin-fremont-94538/']"
primary-domain,Elevation Real Estate (2.0),www.elevationrealestate.com,0 listings: []
primary-domain,The Condo Experts,www.condosalesexperts.com,0 listings: []
primary-domain,Pacific Plains Realty,www.pacificplainsrealty.com,0 listings: []
primary-domain,realtylab,www.myrealtylab.com,0 listings: []
primary-domain,Vantage Luxury Real Estate,www.vantageluxuryre.com,0 listings: []
primary-domain,The Avenue Home Collective,www.theavenuehc.com,0 listings: []
primary-domain,Skyline Commercial Real Estate,www.skylinecommercialadvisors.com,0 listings: []
primary-domain,Republic Realty,www.republic209.com,0 listings: []
primary-domain,Sage Real Estate,www.sageteam.com,0 listings: []
primary-domain,JLUX Homes Realty Group,www.jluxhomes.com,0 listings: []
primary-domain,SoCo Property,www.socoproperty.com,0 listings: []
primary-domain,Zest Realty,www.zestrealtygroup.com,0 listings: []
primary-domain,Upward Realty,www.upwardca.com,0 listings: []
primary-domain,Momentum Bay Area (2.0),www.momentumbayarea.com,0 listings: []
primary-domain,New Horizon Real Estate,www.newhorizonrealestate.com,0 listings: []
primary-domain,Surge Real Estate,www.homesbysurge.com,0 listings: []
primary-domain,Jackie and Rina - Culligan Group,www.jackieandrina.com,0 listings: []
primary-domain,Align Real Estate,www.alignagents.com,0 listings: []
primary-domain,Lineage Properties (seltzer),www.propertiesbylineage.com,0 listings: []
primary-domain,Room Real Estate (2.0),www.roomsantacruz.com,0 listings: []
primary-domain,The Davidson Group (2.0),www.davidsongroupre.com,0 listings: []
primary-domain,House of Kinoko (2.0),www.houseofkinoko.com,"13 listings: ['https://www.houseofkinoko.com/listing/2-bed-2-bath-coming-soon-arden-1401/', 'https://www.houseofkinoko.com/listing/one-mission-bay-1106/', 'https://www.houseofkinoko.com/listing/300-beale-st-504san-francisco-ca-94105/', 'https://www.houseofkinoko.com/listing/262-downey-st-san-francisco-ca-94117/', 'https://www.houseofkinoko.com/listing/230-thresher-drive-vallejo-ca-94591/', 'https://www.houseofkinoko.com/listing/200-townsend-street-31-san-francisco-ca-94107/', 'https://www.houseofkinoko.com/listing/11195-hooper-lane-los-altos-hills-ca-94024/', 'https://www.houseofkinoko.com/listing/170-king-street-unit-930/', 'https://www.houseofkinoko.com/listing/301-mission-st-56d-san-francisco-ca-94105/', 'https://www.houseofkinoko.com/listing/501-beale-street-5esan-francisco-ca/', 'https://www.houseofkinoko.com/listing/1495-valencia-st-apt-2san-francisco-ca-94110/', 'https://www.houseofkinoko.com/listing/201-folsom-st-apt-15asan-francisco-ca-94105/', 'https://www.houseofkinoko.com/listing/718-long-bridge-st-1401san-francisco-ca-94158/']"
primary-domain,Ross Valley Real Estate,www.rossvalleyrealestate.com,0 listings: []
primary-domain,Five Diamond Realty,www.fivediamondrealty.com,0 listings: []
primary-domain,Gravity Real Estate,www.gravityrealestate.com,0 listings: []
primary-domain,Milieu Homes,www.milieuhomes.com,0 listings: []
primary-domain,OPT Real Estate,www.theopt.com,"15 listings: ['https://www.theopt.com/listing/33150-ne-wilsonville-rd/', 'https://www.theopt.com/listing/3000-ne-48th-st/', 'https://www.theopt.com/listing/4008-ne-73rd-ave/', 'https://www.theopt.com/listing/970-20th-ave/', 'https://www.theopt.com/listing/2215-10th-st/', 'https://www.theopt.com/listing/1500-northshore-rd/', 'https://www.theopt.com/listing/19175-sw-pilkington-rd/', 'https://www.theopt.com/listing/15312-sw-kenton-dr/', 'https://www.theopt.com/listing/510-1st-ave/', 'https://www.theopt.com/listing/47-hillshire-dr/', 'https://www.theopt.com/listing/3165-haskins-rd/', 'https://www.theopt.com/listing/842-6th-st/', 'https://www.theopt.com/listing/5339-amberwood-ct/', 'https://www.theopt.com/listing/18022-skyland-cir/', 'https://www.theopt.com/listing/1475-skyland-dr/']"
primary-domain,Haylen Group (2.0),www.haylengroup.com,0 listings: []
primary-domain,ICON Real Estate (2.0),www.icon-re.com,0 listings: []
primary-domain,Allux Real Estate,www.alluxrealestate.com,0 listings: []
primary-domain,Refined Real Estate,www.refinedre.com,0 listings: []
primary-domain,The Skaggs Group,www.skaggsrealestategroup.com,0 listings: []
primary-domain,Diamante Realty,www.diamanterealty.com,"5 listings: ['https://www.diamanterealty.com/listing/405-tracy-ct/', 'https://www.diamanterealty.com/listing/410-tracy-ct-incline-village/', 'https://www.diamanterealty.com/listing/410-tracy-ct-incline-village-nv-not-duplicate/', 'https://www.diamanterealty.com/listing/160-virgil-sparks/', 'https://www.diamanterealty.com/listing/755-yellow-pine-road/']"
primary-domain,Pareto Real Estate,www.paretorealestate.com,0 listings: []
primary-domain,Madrone Homes,www.madronehomes.com,"23 listings: ['https://www.madronehomes.com/listing/48-skyview-ter/', 'https://www.madronehomes.com/listing/20-vasco-dr/', 'https://www.madronehomes.com/listing/60-elm-ave/', 'https://www.madronehomes.com/listing/35-plymouth-ave/', 'https://www.madronehomes.com/listing/8-morning-sun/', 'https://www.madronehomes.com/listing/321-n-almenar-dr/', 'https://www.madronehomes.com/listing/8-fairview-ave/', 'https://www.madronehomes.com/listing/422-cascade-dr/', 'https://www.madronehomes.com/listing/110-florence-sold/', 'https://www.madronehomes.com/listing/100-south-313/', 'https://www.madronehomes.com/listing/221-marion-avenue-mill-valley/', 'https://www.madronehomes.com/listing/150-morning-sun/', 'https://www.madronehomes.com/listing/come-home-to-corte-madera/', 'https://www.madronehomes.com/listing/corte-madera-charmer/', 'https://www.madronehomes.com/listing/mill-valley-gem/', 'https://www.madronehomes.com/listing/quail-hills-best/', 'https://www.madronehomes.com/listing/serenity-in-mill-valley/', 'https://www.madronehomes.com/listing/perfection-in-potrero/', 'https://www.madronehomes.com/listing/mid-century-magic-in-mill-valley-2/', 'https://www.madronehomes.com/listing/country-club-view-home/', 'https://www.madronehomes.com/listing/perfect-in-woodacre/', 'https://www.madronehomes.com/listing/988/', 'https://www.madronehomes.com/listing/mill-valley-needle-in-the-haystack/']"
primary-domain,Heath Real Estate,www.heathre.com,"42 listings: ['https://www.heathre.com/listing/129-divisadero-st/', 'https://www.heathre.com/listing/55-broadview-dr/', 'https://www.heathre.com/listing/850-minnesota-st/', 'https://www.heathre.com/listing/115-highland-lane-mill-valley/', 'https://www.heathre.com/listing/55-oakdale-ave-mill-valley/', 'https://www.heathre.com/listing/220-baltimore-ave-corte-madera/', 'https://www.heathre.com/listing/760-panoramic-hwy-mill-valley/', 'https://www.heathre.com/listing/320-montford-ave-mill-valley/', 'https://www.heathre.com/listing/333-kent-ave/', 'https://www.heathre.com/listing/1516-great-hwy/', 'https://www.heathre.com/listing/363-n-ferndale-ave/', 'https://www.heathre.com/listing/266-oleander-dr/', 'https://www.heathre.com/listing/1790-green-st/', 'https://www.heathre.com/listing/1900-green-st/', 'https://www.heathre.com/listing/2919-fillmore-st/', 'https://www.heathre.com/listing/3579-sacramento-st/', 'https://www.heathre.com/listing/5035-paradise-dr/', 'https://www.heathre.com/listing/3620-19th-st/', 'https://www.heathre.com/listing/9-lillian-ln/', 'https://www.heathre.com/listing/221-oak-spring-dr/', 'https://www.heathre.com/listing/1572-chestnut-st/', 'https://www.heathre.com/listing/ross-property/', 'https://www.heathre.com/listing/41-high-st/', 'https://www.heathre.com/listing/1981-clay-st/', 'https://www.heathre.com/listing/423-24th-ave/', 'https://www.heathre.com/listing/213-julia-ave-mill-valley/', 'https://www.heathre.com/listing/1516-great-hwy-san-francisco/', 'https://www.heathre.com/listing/francisco-st-san-francisco/', 'https://www.heathre.com/listing/4007-maybelle-ave-oakland/', 'https://www.heathre.com/listing/11-sunrise-ave-mill-valley-ca-94941/', 'https://www.heathre.com/listing/1478-guerrero-st/', 'https://www.heathre.com/listing/483-throckmorton-ave-mill-valley/', 'https://www.heathre.com/listing/363-n-ferndale-mill-valley-ca/', 'https://www.heathre.com/listing/25-farralones-st-san-francisco/', 'https://www.heathre.com/listing/72-las-casas-san-rafael/', 'https://www.heathre.com/listing/40-hilarita-ave-mill-valley-ca/', 'https://www.heathre.com/listing/663-22nd-ave-sf-ca/', 'https://www.heathre.com/listing/1570-chestnut-st-san-francisco-ca/', 'https://www.heathre.com/listing/undisclosed-address-mill-valley/', 'https://www.heathre.com/listing/3-helen-st-a-san-francisco-ca/', 'https://www.heathre.com/listing/2171-46th-ave-san-francisco-ca/', 'https://www.heathre.com/listing/98-red-hill-cir-tiburon-ca/']"
primary-domain,Shasta Living Real Estate,www.shastalivingrealestate.com,0 listings: []
primary-domain,Waymaker Realty Advisors,www.waymakerca.com,0 listings: []
primary-domain,Localist Realty,www.localistre.com,0 listings: []
primary-domain,Melody - Anvil Real Estate (2.0),www.melodyandassociates.com,0 listings: []
primary-domain,Glow Real Estate Collection,www.glowreaz.com,0 listings: []
primary-domain,Plus One Real Estate,www.plusonerealestate.com,0 listings: []
primary-domain,Facet Realty,www.facetrealtyfl.com,0 listings: []
primary-domain,Pacific Keys Realty,www.pacifickeysrealty.com,0 listings: []
primary-domain,Helios Real Estate,www.heliosrealestatetx.com,0 listings: []
primary-domain,rainmakernancy,www.nancyreynoldshomes.com,0 listings: []
primary-domain,Nest Finders TX (2.0),www.nestfinderstx.com,0 listings: []
primary-domain,Luker & Co. Real Estate,www.lukerandco.com,0 listings: []
primary-domain,Magnum Realty Group,www.magnumrealtygroup.com,0 listings: []
primary-domain,Everhome Real Estate (2.0),www.everhomere.com,0 listings: []
primary-domain,Trillion Real Estate (2.0),www.trillionrealestate.com,0 listings: []
primary-domain,Nest Finders - CA,www.nestfindersca.com,0 listings: []
primary-domain,Attain Real Estate,www.attainregroup.com,0 listings: []
primary-domain,Ennoble Realty,www.ennoblerealty.com,0 listings: []
primary-domain,Major League Properties,www.majorleaguesocal.com,0 listings: []
primary-domain,Adapt Real Estate,www.adapt-realestate.com,0 listings: []
primary-domain,Generation Real Estate (2.0),www.generationsf.com,0 listings: []
primary-domain,Reach Realty,www.reachrealtyco.com,0 listings: []
primary-domain,Kollab Real Estate,www.kollabre.com,0 listings: []
primary-domain,Nexus Real Estate,www.nexusrealestateca.com,0 listings: []
primary-domain,Concierge Properties,www.conciergeproperties.com,0 listings: []
primary-domain,Brick Street Realty,www.brickstreetrealtygroup.com,0 listings: []
primary-domain,Hum Real Estate,www.humrealestate.com,0 listings: []
primary-domain,aspirelare,www.aspirelosangeles.com,0 listings: []
primary-domain,Moving Results Realty,www.movingresultsrealty.com,0 listings: []
primary-domain,City Real Estate,www.cityrealestatesf.com,0 listings: []
primary-domain,Diamond Realty,www.diamondrealtyteam.com,0 listings: []
primary-domain,Arista Realty,www.aristarealty.com,0 listings: []
primary-domain,Echelon Real Estate,www.echeloncalifornia.com,0 listings: []
primary-domain,Quantum Real Estate (2.0),www.quantumcalifornia.com,0 listings: []
primary-domain,Live South Bay Local,www.livesouthbaylocal.com,0 listings: []
primary-domain,Heritage Homes San Diego,www.heritagehomesre.com,0 listings: []
primary-domain,Black Rose Real Estate,www.blackrosere.com,0 listings: []
primary-domain,Backyard Real Estate,www.backyardre.com,0 listings: []
primary-domain,SALA Homes Realty & Development,www.sala-homes.com,0 listings: []
primary-domain,Boulevard Real Estate - SF,www.boulevardmarin.com,0 listings: []
primary-domain,Harper Real Estate 2.0,www.harperre.com,0 listings: []
primary-domain,stratatx,www.stratatx.com,0 listings: []
primary-domain,Leah Conder - BarbCo Real Estate,www.leahconder.com,0 listings: []
primary-domain,Ringon Homes,www.ringonhomes.com,0 listings: []
primary-domain,Kinship Real Estate,www.kinshipre.com,0 listings: []
primary-domain,Blueprint California 2.0,www.blueprintcalifornia.com,0 listings: []
primary-domain,Rivet Real Estate - CA,www.teamrivet.com,0 listings: []
primary-domain,Westward Real Estate,www.westwardrealestate.com,1 listings: ['https://www.westwardrealestate.com/listing/8110-water-color-drive-land-o-lakes-florida-34638/']
primary-domain,California Relocation Network,www.calirelonet.com,0 listings: []
primary-domain,wolfle,www.wolfluxuryestates.com,0 listings: []
primary-domain,North Point Real Estate (2.0),www.yournorthpoint.com,0 listings: []
primary-domain,Market Real Estate (2.0),www.marketsocal.com,0 listings: []
primary-domain,Boutique Real Estate CA (02),www.boutiquerealestateca.com,0 listings: []
primary-domain,View Luxury Estates,www.viewluxuryestateswa.com,0 listings: []
primary-domain,Zen Realty,www.7zenrealty.com,0 listings: []
primary-domain,Onyx Real Estate,www.onyx916.com,0 listings: []
primary-domain,Coastal Real Estate Group,www.coastalgroupoc.com,0 listings: []
primary-domain,RF Real Estate,www.raeidfarhat.com,0 listings: []
primary-domain,Caimeiju Realty,www.caimeijurealty.com,"8 listings: ['https://www.caimeijurealty.com/listing/13828-wake-ave/', 'https://www.caimeijurealty.com/listing/6824-nottoway-ct/', 'https://www.caimeijurealty.com/listing/4156-rowland-ave/', 'https://www.caimeijurealty.com/listing/349-woodley-santa-barbara/', 'https://www.caimeijurealty.com/listing/4143-mustang-san-diego/', 'https://www.caimeijurealty.com/listing/2950-w-canyon-ave-san-diego/', 'https://www.caimeijurealty.com/listing/beverly-west/', 'https://www.caimeijurealty.com/listing/14067-caminito-vistana-92130/']"
primary-domain,Hearthstone Homes,www.hearthstonehomesre.com,0 listings: []
primary-domain,HouseMe,www.housemerealty.com,0 listings: []
primary-domain,homesteadreca,www.homesteadreca.com,0 listings: []
primary-domain,Olani,www.olanihomes.com,0 listings: []
primary-domain,Stroyke Properties (2.0),www.stroykeproperties.com,0 listings: []
primary-domain,Folsom Lake Realty (2.0),www.folsomlakerealty.com,0 listings: []
primary-domain,Sol Property Advisors,www.solpropertyadvisors.com,0 listings: []
primary-domain,The Advisory Real Estate + Development,www.theadvisoryhtx.com,0 listings: []
primary-domain,Trellis Real Estate,www.trellis-realestate.com,0 listings: []
primary-domain,Velocity Realty,www.velocityrealtysd.com,0 listings: []
primary-domain,The List Realty,www.thelistrealty.com,0 listings: []
primary-domain,Beyond Realty,www.beyondrealtyfl.com,0 listings: []
primary-domain,Pacific Edge Real Estate,www.pacificedgesf.com,0 listings: []
primary-domain,Beach Line Properties,www.beachlineproperties.com,"2 listings: ['https://www.beachlineproperties.com/listing/1690-hayes-ave-long-beach-ca-90813/', 'https://www.beachlineproperties.com/listing/1982-1984-obispo-ave-signal-hill-ca-90755-2/']"
primary-domain,Concept Fine Homes & Estates,www.conceptfinehomes.com,0 listings: []
primary-domain,Distinct Real Estate,www.distinctrealestate.com,1 listings: ['https://www.distinctrealestate.com/listing/https-www-tourfactory-com-idxr2969630/']
primary-domain,Agency One Real Estate (2.0),www.agencyonerealestate.com,0 listings: []
primary-domain,Sea Flag Homes,www.seaflaghomes.com,0 listings: []
primary-domain,Tessellation Real Estate,www.tessellationre.com,0 listings: []
primary-domain,WLM Realty & Co.,www.wlmrealtyco.com,0 listings: []
primary-domain,Mint Real Estate,www.mintrealestate.com,"2 listings: ['https://www.mintrealestate.com/listing/124-via-vicini/', 'https://www.mintrealestate.com/listing/test-listing/']"
primary-domain,Strive Real Estate,www.striveteam.com,0 listings: []
primary-domain,Magnolia Homes,www.magnolianorcal.com,0 listings: []
primary-domain,Flagstone Real Estate,www.flagstoneca.com,0 listings: []
primary-domain,Touchstone Real Estate,www.touchstoneteam.com,0 listings: []
primary-domain,Horizons Realty Group,www.horizonsrealtygroup.com,0 listings: []
primary-domain,Barbco Real Estate (2.0),www.realestatesf.com,0 listings: []
primary-domain,Team Navigate (2.0),www.teamnavigate.com,0 listings: []
primary-domain,Black Label RE Group (2.0),www.blacklabelregroup.com,0 listings: []
primary-domain,Elevate Real Estate,www.elevateregroup.com,0 listings: []
primary-domain,Perch Real Estate,www.homesbyperch.com,0 listings: []
primary-domain,Gather Homes,www.gatherhomes.com,0 listings: []
primary-domain,Legend Texas Properties,www.legendtexas.com,0 listings: []
primary-domain,Heyler Realty,www.heylerrealty.com,0 listings: []
primary-domain,Casa Divina Real Estate,www.casadivinarealestate.com,1 listings: ['https://www.casadivinarealestate.com/listing/1234-drive-way/']
primary-domain,Revel Real Estate (2.0),www.revelrealestate.com,1 listings: ['https://www.revelrealestate.com/listing/2538-carman-crest-dr/']
primary-domain,1152 Realty,www.1152realty.com,0 listings: []
primary-domain,Folio Real Estate,www.foliosandiego.com,"2 listings: ['https://www.foliosandiego.com/listing/7240-el-cajon-blvd-san-diego-ca-92115/', 'https://www.foliosandiego.com/listing/2535-brant-street-san-diego-ca-9201/']"
primary-domain,Dockside Realty Inc.,www.docksiderealtyinc.com,0 listings: []
primary-domain,Electric Estates,www.electricestatesla.com,0 listings: []
primary-domain,InMotion Real Estate,www.inmotionreca.com,0 listings: []
primary-domain,Continuum Real Estate,www.continuumrealestate.com,0 listings: []
primary-domain,Orion Real Estate,www.theorionre.com,0 listings: []
primary-domain,Triibe Real Estate,www.triiberealestate.com,"12 listings: ['https://www.triiberealestate.com/listing/4633-dorchester-road/', 'https://www.triiberealestate.com/listing/2395-horizon-way/', 'https://www.triiberealestate.com/listing/231-tustin-avenue/', 'https://www.triiberealestate.com/listing/34282-shore-lantern/', 'https://www.triiberealestate.com/listing/2538-monaco-drive/', 'https://www.triiberealestate.com/listing/600-oceanfront/', 'https://www.triiberealestate.com/listing/78-ritz-cove-drive/', 'https://www.triiberealestate.com/listing/322-emerald-bay/', 'https://www.triiberealestate.com/listing/101-emerald-bay/', 'https://www.triiberealestate.com/listing/1855-ocean-way/', 'https://www.triiberealestate.com/listing/168-emerald-bay/', 'https://www.triiberealestate.com/listing/2495-riviera-drive-laguna-beach-2/']"
primary-domain,Abode Real Estate,www.aboderegroup.com,0 listings: []
primary-domain,Focus Real Estate,www.gofocusre.com,0 listings: []
primary-domain,Center Real Estate,www.center-realestate.com,1 listings: ['https://www.center-realestate.com/listing/1234-drive-way/']
primary-domain,Katherine Rains - BarbCo,www.katrains.com,0 listings: []
primary-domain,Wave Crest Real Estate (2.0),www.wavecrestre.com,0 listings: []
primary-domain,Cove Canyon Realty (2.0),www.covecanyon.com,0 listings: []
primary-domain,Thrive Real Estate (2.0),www.thriverealestate.com,0 listings: []
primary-domain,The Topanga Life,www.topangalife.com,0 listings: []
primary-domain,Stoop & Gable Homes,www.stoopandgable.com,0 listings: []
primary-domain,Iota Realty,www.iota-realty.com,0 listings: []
primary-domain,Reign West Collective,www.reignwestcollective.com,0 listings: []
primary-domain,Merit Homes,www.homeswithmerit.com,0 listings: []
primary-domain,Verano Real Estate,www.veranorealestate.com,0 listings: []
primary-domain,SLCT Label Realty,www.slctlabel.com,0 listings: []
primary-domain,Upside Real Estate,www.homesbyupside.com,0 listings: []
primary-domain,Coastwoods Real Estate,www.coastwoods.com,0 listings: []
primary-domain,Ocean Insiders (2.0),www.oceaninsidersre.com,0 listings: []
primary-domain,Province Real Estate (2.0),www.provincebayarea.com,0 listings: []
primary-domain,Monarch Homes and Land 2.0,www.monarchhomesandland.com,0 listings: []
primary-domain,Latitude 30 Real Estate,www.latitude30realestate.com,0 listings: []
primary-domain,Proof Real Estate,www.proofre.com,0 listings: []
primary-domain,In Tide Realty,www.intiderealty.com,0 listings: []
primary-domain,Ascend Elite Realty,www.ascendeliterealty.com,0 listings: []
primary-domain,Pro Players Realty USA,www.proplayersrealtyusa.com,0 listings: []
primary-domain,Haven,www.myhavenhome.com,0 listings: []
primary-domain,Milestone Real Estate,www.remilestone.com,0 listings: []
primary-domain,Anew Elite,www.aneweliterealty.com,0 listings: []
primary-domain,Legacy Real Estate (2.0),www.legacysfhomes.com,0 listings: []
primary-domain,Neighborhood Experts Real Estate,www.neighborhoodexpertswa.com,0 listings: []
primary-domain,Perspective Real Estate (2.0),www.perspectivere.com,0 listings: []
primary-domain,WorldView Real Estate,www.worldviewre.com,0 listings: []
primary-domain,Sandy Arata Gandolfo - BarbCo Real Estat,www.sandygandolfo.com,0 listings: []
primary-domain,Pulse Real Estate,www.mypulserealestate.com,1 listings: ['https://www.mypulserealestate.com/listing/3327-forbes-ave-santa-clara/']
primary-domain,Abacus Real Estate (2.0),www.abacusre.com,0 listings: []
primary-domain,March Properties,www.marchproperties.com,0 listings: []
primary-domain,Momentum Luxury Real Estate (2.0),www.momentumlux.com,0 listings: []
primary-domain,Amplify Houston Realty,www.amplifyhoustonrealty.com,0 listings: []
primary-domain,Concrete Real Estate,www.concreterealestateco.com,"2 listings: ['https://www.concreterealestateco.com/listing/17121-rancho-street-encino-ca-91316/', 'https://www.concreterealestateco.com/listing/8225-fountain-avenue-unit-8233-west-hollywood-ca-90046/']"
primary-domain,Energy Realty,www.energy-realty.com,0 listings: []
primary-domain,Polaris Realty (2.0),www.polaris-re.com,0 listings: []
primary-domain,Trust Real Estate (2.0),www.trustreca.com,0 listings: []
primary-domain,Arrive Real Estate Group (2.0),www.arriveregroup.com,0 listings: []
primary-domain,Dream Real Estate,www.dreamnorcal.com,0 listings: []
primary-domain,Bella Vie Real Estate,www.bellavierealestate.com,0 listings: []
primary-domain,Woodruff Miller (2.0),www.woodruffmiller.com,0 listings: []
primary-domain,Agam Real Estate,www.agamrealestate.com,0 listings: []
primary-domain,Do 1 Thing Real Estate,www.do1thingrealestate.com,0 listings: []
primary-domain,Anchored Real Estate Group,www.anchoredregroup.com,0 listings: []
primary-domain,Shameran Anderer - BarbCo RE (2.0),www.shameran.com,0 listings: []
primary-domain,Canopy Realty,www.canopyrealtygroup.com,0 listings: []
primary-domain,LA Real,www.larealproperty.com,0 listings: []
primary-domain,Eastside West,www.eastsidewest.com,"2 listings: ['https://www.eastsidewest.com/listing/546-morecroft-rd-lafayette-ca-94549/', 'https://www.eastsidewest.com/listing/1811-versailles-ave-alameda-ca-94501/']"
primary-domain,Upwell Realty,www.upwellrealty.com,0 listings: []
primary-domain,Veritas Homes (2.0),www.veritashomes.com,0 listings: []
primary-domain,Premier California Properties,www.premiercaproperties.com,0 listings: []
primary-domain,Luxely Real Estate - Use,www.luxelyre.com,0 listings: []
primary-domain,Remark International Realty,www.remarkrealestate.com,0 listings: []
primary-domain,Ascend Real Estate (2.0),www.ascendre.com,0 listings: []
primary-domain,BOK Realty (2.0),www.boksandiego.com,0 listings: []
primary-domain,Evolve Real Estate (2.0),www.evolvereca.com,0 listings: []
primary-domain,Verso Homes,www.homesbyverso.com,0 listings: []
primary-domain,Happen Houston (2.0),www.happenhouston.com,0 listings: []
primary-domain,Aijia Realty (2.0),www.aijiare.com,0 listings: []
primary-domain,"Metis Real Estate, Inc.",www.metisre.com,0 listings: []
primary-domain,Bay Real Estate Group (2.0),www.bayregroup.com,0 listings: []
primary-domain,Attune Real Estate,www.attunere.com,0 listings: []
primary-domain,Island Welcome Real Estate,www.islandwelcomerealestate.com,0 listings: []
primary-domain,Cali Homes,www.calihomesre.com,0 listings: []
primary-domain,The One Realty,www.theonerealty.com,0 listings: []
primary-domain,The Own Team (2.0),www.theownteam.com,0 listings: []
primary-domain,Kevin Shelburn - Bayside Real Estate,www.shelburnrealty.com,0 listings: []
primary-domain,Brightwork Realty,www.brightworkrealty.com,0 listings: []
primary-domain,Inmobi Properties,www.inmobiproperties.com,0 listings: []
primary-domain,Rooted Real Estate,www.rootedrealestate.com,0 listings: []
